,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank
5941,Whites,3966.0,8.0,55.50121277,6.034,60.64723947,Social,540.6654199,467.50387980000005,519.2538416
5942,Turquoises,3150.0,11.0,131.02353670000002,6.85,180.4809741,Financial,544.2858110000001,407.0653431,418.9501163
5945,Khakis,,8.0,237.4378338,5.5,201.9576508,Environment,415.24627539999994,372.5150417,318.50312260000004
5946,Greys,8294.0,6.0,140.2559629,3.7060000000000004,194.5805636,Foreign_Affairs,522.1684177,391.7773371,586.418468
5949,Greens,7753.0,15.0,262.85869019999996,2.247,32.53668412,Environment,641.8835362000001,535.1627637,
5951,Khakis,7113.0,10.0,267.9540415,2.887,184.4386694,Education,374.07856830000003,350.584848,316.6471333
5952,Yellows,8927.0,12.0,292.24820389999996,5.073,-21.93926979,Financial,585.6349412999999,533.5285353,222.5986539
5953,Yellows,3507.0,10.0,333.09811119999995,10.493,314.9538241,Healthcare,349.99117739999997,570.1210746,210.97622990000002
5955,Greys,6474.0,6.0,158.1579047,5.526,198.45774509999998,Military,457.6833385,596.3440789,618.0721875
5956,Browns,4906.0,13.0,532.8256466,11.094000000000001,116.4513544,Healthcare,707.8974287000001,611.188849,977.8272372000001
5957,Oranges,3665.0,7.0,176.7719168,8.335,133.0448345,Military,491.01980589999994,365.15336569999994,
5958,Khakis,5369.0,6.0,286.8367836,4.631,190.5371379,Social,372.000554,351.5497796,290.5864993
5959,Browns,3975.0,12.0,747.0781106000001,12.025,97.33001065,Education,960.414515,905.3277295,926.4429732000001
5960,Khakis,,7.0,272.576754,6.157,56.24486827,Social,384.8252352,348.3438873,304.9787606
5961,Browns,6381.0,11.0,573.4529478,9.619,163.1040476,Healthcare,979.7521191,667.7437332000001,765.6091631
5962,Turquoises,8208.0,9.0,201.6570892,1.7919999999999998,160.39803909999998,Social,395.5244338,389.29526880000003,367.73171139999994
5964,Browns,7479.0,10.0,672.8750154,8.521,210.6230169,Healthcare,993.0787113,708.7121678999999,907.5210445
5966,Yellows,5509.0,12.0,215.1955923,8.491,30.03332019,Environment,408.02822660000004,320.30305130000005,574.5609984
5967,Greys,7244.0,7.0,107.89433429999998,,61.54625918,Foreign_Affairs,461.7085787,543.1042342999999,591.1974749
5968,Browns,3965.0,12.0,621.2120082,12.035,10.07027824,Education,869.6230072999999,,880.2122625
5969,Whites,3059.0,8.0,258.2845511,6.941,,Social,538.4054868,329.1265816,310.1626938
5970,Greens,4408.0,9.0,249.3974773,5.5920000000000005,145.0667918,Social,626.7128964,504.60752699999995,285.2403338
5973,Khakis,8722.0,5.0,36.88419754,1.278,86.24113321,Financial,475.0630818,473.9244443,507.6589514
5975,Turquoises,7417.0,9.0,151.24170719999998,2.583,75.46772233,Financial,567.5402341,413.3542276,396.053471
5977,Turquoises,7307.0,9.0,196.0606612,2.693,182.13646369999998,Social,390.5867654,378.5948798,391.6979975
5980,Browns,5807.0,12.0,679.3395499,10.193,14.37578865,Financial,874.7471288999999,860.6809167000001,937.0081117999999
5981,Greens,6025.0,12.0,244.74238140000003,3.975,29.66967911,Education,638.4727138,525.3085997999999,299.7910703
5982,Greys,7431.0,7.0,171.7796402,4.569,132.5161672,Foreign_Affairs,449.40112919999996,664.1151172,496.22808430000003
5983,Turquoises,3949.0,11.0,95.54773249,6.051,88.54946723,Healthcare,504.91025830000007,405.0874898,490.15754280000004
5987,Oranges,9469.0,10.0,249.8137981,2.531,191.260249,Other,429.6664592,336.5457291,324.66367139999994
5988,Whites,5330.0,7.0,296.95944560000004,4.67,335.6720803,Social,515.2106504,294.0217579,286.6305733
5989,Greens,9283.0,10.0,265.1232764,0.7170000000000001,324.34128239999995,Financial,626.6745672999999,510.69179410000004,267.3423304
5990,Turquoises,4833.0,14.0,96.37637888,5.167000000000001,308.6865988,Environment,564.8301097,498.7573052,428.6983942
5992,Khakis,8914.0,6.0,,1.0859999999999999,77.64733448,Financial,450.6914243,453.4060443,486.7008341
5993,Browns,3408.0,13.0,849.1467274,12.592,333.9177148,Healthcare,994.2980392999999,986.7095505000001,989.7279107
5994,Browns,8007.0,13.0,672.3809836,7.992999999999999,216.96607819999997,Education,881.8833471,856.4369023,923.3367821
5995,Turquoises,4270.0,13.0,159.33584340000002,5.73,36.86316893,Healthcare,419.52025189999995,440.50761370000004,376.01783539999997
5996,Turquoises,9016.0,15.0,152.5395311,0.9840000000000001,314.3376464,Education,484.4157537,378.6536512,408.8929011
6000,Blues,5477.0,12.0,174.5867383,8.523,656.9596943,Education,407.42667789999996,425.8964339,371.8619077
6001,Browns,5895.0,13.0,721.2740215,10.105,47.41590819,Environment,979.0800417000002,725.9695479,989.5470265
6002,Blues,4197.0,14.0,560.5282886,9.802999999999999,417.54456739999995,Healthcare,299.1625082,791.3574892999999,934.7034364
6003,Turquoises,9337.0,11.0,195.7226426,0.6629999999999999,105.62385619999999,Healthcare,409.30693199999996,353.5535945,407.0722293
6004,Browns,5783.0,,747.9950244,10.217,18.39762196,Environment,902.3039536,895.8847331000001,990.8394478
6005,Turquoises,8721.0,11.0,167.8538756,1.2790000000000001,203.9377519,Environment,528.271644,433.0026243,348.715535
6006,Turquoises,8753.0,12.0,128.6954198,1.247,340.01339310000003,Healthcare,481.76710269999995,409.655481,410.1782854
6007,Turquoises,5870.0,15.0,90.38785689,4.13,67.80628837,Education,490.13242639999993,453.95194510000005,422.8496772
6008,Browns,7569.0,11.0,781.8148418999999,8.431000000000001,230.42918109999997,Social,978.6521072,907.5399622000001,964.7986515
6009,Khakis,4664.0,6.0,259.2497219,5.336,136.8585531,Financial,384.6424262,374.09894180000003,304.9308533
6010,Turquoises,8472.0,12.0,143.59698889999999,1.528,35.13872172,Education,622.0493665,,444.39259000000004
6011,Pinks,4541.0,5.0,253.8650853,5.459,66.64028543,Financial,490.0126625,654.0027619,701.5710393999999
6013,Greens,6784.0,13.0,264.6233896,3.216,47.77831737,Environment,679.3456808999999,559.1784572,314.6393373
6014,Turquoises,9928.0,13.0,124.8990553,0.07200000000000001,30.08489175,Social,595.5923203,445.5063251,440.9041311000001
6016,Whites,4439.0,7.0,308.30649669999997,5.561,231.94121940000002,Financial,503.38122310000006,276.5397665,287.6159439
6017,Turquoises,4016.0,15.0,115.03333719999999,5.984,171.8848398,Education,529.8858994,430.2007433,413.5849234
6018,Khakis,5705.0,5.0,43.36636776,4.295,13.33131405,Financial,485.93069069999996,463.35557350000005,481.5641004
6021,Turquoises,8786.0,12.0,165.92891709999998,1.214,248.4695978,Social,440.86731669999995,,349.9975678
6022,Greens,5572.0,15.0,287.8431855,4.428,119.1334753,Education,683.2714399,495.1103674,278.09603369999996
6023,Turquoises,4901.0,13.0,99.74650776,5.099,336.6182441,Education,546.523971,461.63432080000007,420.54585860000003
6024,Browns,6113.0,11.0,384.839838,9.887,280.41771560000007,Social,824.5958887999999,607.4681542000001,676.606358
6025,Turquoises,7076.0,10.0,164.9230429,2.924,135.1170837,Social,490.7737426,343.562972,448.60017
6026,Turquoises,3586.0,12.0,151.07788730000001,6.414,133.5952906,Financial,514.1471129,381.0921493,407.8842561
6028,Khakis,5344.0,8.0,245.7133957,4.656000000000001,53.62921162,Environment,392.35546339999996,384.46590710000004,311.7459165
6029,Browns,4482.0,13.0,561.1269135,11.517999999999999,328.9461921,Environment,908.1658757000001,764.2546903,780.0597965
6030,Turquoises,6615.0,14.0,125.8109898,3.385,145.5026216,Environment,471.54208150000005,439.34424079999997,393.513236
6031,Browns,4927.0,11.0,787.6442784,11.073,109.8023307,Financial,983.6270347999999,927.6358583999998,951.2382663999999
6033,Turquoises,9779.0,13.0,166.2382479,0.221,276.2788419,Healthcare,500.69957039999997,415.60296669999997,356.78056539999994
6035,Blues,4706.0,11.0,293.6308769,9.294,737.7704542,Environment,463.54740899999996,537.1980055,211.02489930000002
6036,Violets,9242.0,10.0,218.77419640000002,,243.01391380000004,Social,570.0202853,630.9315537,660.6743194000001
6038,Turquoises,5913.0,11.0,91.74814247,4.087,35.6031708,Environment,544.9833837,475.7697032,423.7956067
6039,Turquoises,5640.0,13.0,178.7177235,4.36,27.73733691,Healthcare,453.42910199999994,349.5003665,415.613766
6040,Khakis,5547.0,6.0,200.26583169999998,4.453,166.40274540000001,Social,419.0373753,387.2123993,355.6725463
6041,Greens,4519.0,13.0,251.1668682,5.481,166.1719716,Healthcare,617.459637,515.3013711,278.51885539999995
6043,Turquoises,6183.0,12.0,151.83322280000002,3.8169999999999997,72.95665279999999,Environment,534.1443941000001,361.76340130000006,447.29202469999996
6044,Turquoises,4400.0,14.0,91.80466392,5.6,317.9444463,Healthcare,559.8914066000001,480.1834569,433.3035206999999
6045,Turquoises,9759.0,10.0,100.0945262,0.24100000000000002,38.25036441,Social,518.8230801,416.5277334,448.067481
6047,Oranges,3747.0,9.0,340.687493,8.253,17.46752699,Military,825.8959298999999,413.21927180000006,548.2588439
6049,Turquoises,6054.0,12.0,87.2017525,3.946,220.8435624,Environment,467.8179535,433.74451110000007,453.3237563999999
6050,Purples,6978.0,,820.6020502,9.022,63.60751159,Environment,973.0659263,980.3990567,967.7746258
6051,Browns,4221.0,13.0,,11.779000000000002,51.96002211,Education,949.8008404,846.9149725,864.3907191
6055,Browns,7187.0,10.0,673.0370012999999,8.812999999999999,162.21529819999998,Healthcare,897.876185,870.7662458999998,896.4917874
6056,Khakis,4940.0,8.0,111.18547439999999,5.06,62.79497403,Healthcare,407.4749631,439.7264649,487.02200980000003
6057,Turquoises,9199.0,8.0,147.05842869999998,0.8009999999999999,271.67013330000003,Financial,539.953104,417.0866579,385.3034061
6058,Turquoises,5372.0,14.0,153.44687019999998,4.628,228.2055546,Healthcare,481.0190127,407.876408,378.7609474
6062,Whites,5503.0,7.0,292.1611381,4.497,95.29947243,Financial,521.3297284,292.94077189999996,294.9886605
6063,Greys,9352.0,10.0,137.2692606,2.648,103.6087244,Foreign_Affairs,480.15999519999997,551.2378422999999,374.2068857
6064,Purples,4637.0,15.0,463.6260754,11.363,67.92696568,Environment,648.7912067000001,917.4129885,636.2964107
6065,Pinks,6741.0,8.0,202.2254791,3.259,288.20053310000003,Social,590.3418126,386.60216339999994,359.02329289999994
6066,Browns,4037.0,11.0,780.9705501,11.963,195.56062240000003,Healthcare,988.5599596000001,909.798625,950.8760948999999
6067,Khakis,4999.0,8.0,28.73958488,5.001,23.96240208,Environment,483.32796849999994,489.2347248,520.7873989
6068,Yellows,7376.0,8.0,102.0001962,6.624,293.3205802,Financial,403.6649877,515.8166822,529.5539842000001
6069,Violets,3789.0,11.0,,12.210999999999999,,Environment,645.9513324,,945.0155809
6070,Khakis,4023.0,7.0,223.7097786,5.977,219.91889980000002,Social,396.83613239999994,384.3890092,338.6389754
6071,Browns,3044.0,16.0,303.6203666,12.956,233.74698790000002,Education,793.5256131,510.7009661,576.8994849999999
6073,Yellows,5499.0,12.0,258.9036079,8.501,-68.32755614,Social,419.16858039999994,576.4967682,266.2360074
6074,Yellows,8164.0,9.0,93.25337634,5.836,-99.7232139,Financial,588.3959567,525.3631535000001,515.461484
6075,Khakis,6058.0,5.0,287.42902389999995,3.9419999999999997,34.95029033,Financial,369.9333815,353.5777006,289.6226515
6076,Purples,9615.0,10.0,829.8934399,6.385,71.44417,Financial,977.5340403999999,996.638336,962.6388710000001
6077,Whites,6341.0,8.0,47.44905123,3.659,260.2827152,Healthcare,521.9202489,464.30576500000006,477.71016519999995
6078,Purples,3657.0,11.0,839.1221353,12.343,181.9793554,Environment,986.0478085000001,987.3075372000002,980.0154684
6079,Khakis,3215.0,10.0,229.2009574,6.785,33.35210357,Education,409.1300852,385.75593250000003,323.2967728
6080,Turquoises,3054.0,9.0,171.1691591,6.946000000000001,48.18658289,Social,576.3724967,441.8868379,358.26438989999997
6081,Turquoises,4702.0,14.0,176.3031483,5.297999999999999,137.7282834,Environment,427.64743110000006,378.8243514,394.3384267
6082,Turquoises,7403.0,15.0,111.22989390000001,2.597,77.44719623,Education,517.2220231000001,405.9399345,443.1827904
6083,Turquoises,7851.0,13.0,101.1106699,2.149,42.37913771,Healthcare,472.61116039999996,428.91742810000005,433.5132569
6084,Turquoises,9238.0,14.0,128.0426974,0.762,310.8828673,Healthcare,541.3159613,394.8849512,439.67794580000003
6085,Violets,7033.0,9.0,,8.967,136.77114319999998,Social,835.2526525000001,866.9435789999999,970.8272908
6086,Browns,5810.0,8.0,845.9684970000001,10.19,137.5316116,Financial,987.5575984999999,984.5610177000001,993.1033423
6087,Khakis,3778.0,8.0,220.2860223,6.222,261.8263947,Environment,395.65122010000005,393.9051631,337.57725120000003
6088,Khakis,4459.0,8.0,,5.541,30.22151564,Healthcare,467.459755,435.1606551,487.0777693
6089,Purples,5709.0,11.0,545.7554121000001,10.290999999999999,20.36798557,Social,853.4297511,884.982224,657.2420682
6090,Whites,5479.0,7.0,135.45463759999998,4.521,207.6145706,Financial,441.5616547,380.2570271,524.3831719
6092,Browns,7160.0,11.0,292.8789201,8.84,66.17719642,Environment,622.7376046,576.8607861,754.5701511
6093,Khakis,3400.0,6.0,73.67523851,6.6,63.29777371,Financial,441.93589529999997,469.0049404,533.1044831
6094,Turquoises,6992.0,11.0,148.0685575,3.008,101.19454859999999,Social,431.9220266,412.7384032,401.6379088
6096,Reds,6096.0,8.0,121.89826880000001,5.904,120.67639229999999,Foreign_Affairs,596.2909472,439.8161012,455.67010300000004
6097,Turquoises,6643.0,11.0,186.80579409999999,3.3569999999999998,305.3131522,Environment,616.4146836,411.5964336,383.6864771
6098,Turquoises,4260.0,12.0,121.20556859999999,5.74,274.5547853,Healthcare,543.1034374,415.54024310000005,424.5054108
6099,Whites,9899.0,6.0,,0.10099999999999999,154.430322,Financial,570.4201892000001,375.0803984,353.8164706
6100,Browns,4337.0,,803.3816413,11.663,170.2588833,Healthcare,997.3026922,929.9697641,961.7771064
6101,Pinks,7864.0,5.0,205.6044929,2.136,184.8142779,Financial,489.7817501,622.8919277000001,664.5185976
6102,Browns,8619.0,10.0,743.0932128,7.381,72.06064443,Social,931.4557343,921.5809476,933.9389091
6103,Oranges,3115.0,6.0,342.706928,8.885,35.36240452,Military,840.6834462999999,464.9647843,512.464411
6104,Khakis,8267.0,8.0,196.29482190000002,1.733,45.10806496,Healthcare,426.4532553,407.2845323,343.3910108
6106,Oranges,9947.0,8.0,191.80535790000002,2.053,234.81669330000003,Other,514.8118642,317.7987382,441.9258733
6107,Turquoises,3576.0,11.0,146.4181012,6.4239999999999995,124.9915848,Financial,399.85634280000005,410.0249365,442.43268099999995
6108,Khakis,3657.0,6.0,74.34970904,6.343,105.7255383,Social,482.66600839999995,,564.3287964
6110,Blues,,13.0,343.901836,7.279,403.95866010000003,Social,537.3634207,326.80306160000004,794.7461079
6111,Turquoises,3590.0,14.0,103.48097320000001,6.41,178.434676,Environment,471.19153789999996,435.367079,424.4952329
6112,Turquoises,4201.0,12.0,91.96375432,5.7989999999999995,59.77938915,Financial,529.455742,454.4495878000001,425.737955
6114,Browns,6390.0,13.0,685.7802696,9.61,150.7373122,Education,901.3963669999999,753.3927759,994.9420531
6115,Khakis,8098.0,9.0,311.9826079,1.902,105.7867203,Education,370.0062704,318.26965010000004,282.2642477
6116,Greens,3246.0,13.0,257.3707839,6.754,52.82181572,Environment,634.8849813999999,539.9350697000001,284.47516989999997
6117,Turquoises,8987.0,14.0,136.6992878,1.013,34.190023499999995,Education,555.2200577000001,379.1097517,468.01581009999995
6119,Browns,8288.0,13.0,604.8681998,7.712000000000001,62.33837075,Environment,907.0521550000001,521.1411364,946.9084186000001
6121,Turquoises,7783.0,11.0,160.6311253,2.217,40.18752791,Environment,500.52105889999996,360.177077,420.9327052
6122,Whites,4261.0,6.0,153.2845039,5.739,82.15029398,Financial,433.80555880000003,362.07277680000004,509.51400060000003
6123,Greens,6925.0,15.0,274.27248510000004,3.075,242.4164807,Environment,672.8116189,499.442736,287.01824039999997
6124,Browns,4857.0,9.0,573.0685133,11.142999999999999,324.16441119999996,Social,773.2968988,739.0186219999999,943.3806766000001
6125,Yellows,4460.0,12.0,303.5266336,9.54,355.38415810000004,Social,640.5639507999999,327.56107010000005,293.5175347
6126,Blues,6623.0,11.0,690.9471591,7.377000000000001,551.4881059999999,Financial,817.1008951,911.1061947999999,955.9020678999999
6127,Yellows,6372.0,9.0,254.33338179999998,7.627999999999999,-71.29360408,Financial,394.6239747,601.2003243,291.81773189999996
6129,Browns,3438.0,15.0,673.8688605000001,12.562000000000001,53.00895697,Education,953.9882317,713.2657743,950.0129288999999
6130,Turquoises,4936.0,12.0,158.22539880000002,5.064,160.78554630000002,,538.1361057,356.2534426,445.9829517
6131,Turquoises,9988.0,13.0,201.1243685,0.012,279.8384597,Environment,625.7905117,435.03631540000003,357.14525410000005
6132,Purples,7988.0,13.0,336.2101105,8.012,31.70004224,Social,684.2874756,741.6328129,643.836534
6133,Yellows,8465.0,15.0,384.7220315,5.535,358.92298880000004,Education,379.9461693,337.770754,172.46406149999999
6134,Reds,7092.0,10.0,124.0092381,4.908,26.87447026,Foreign_Affairs,613.7089404,466.12255930000003,536.0678114
6135,Khakis,8709.0,5.0,300.4665981,1.291,228.13480730000003,Financial,357.0860829,337.87093460000006,291.2658269
6136,Reds,5379.0,9.0,154.1821204,6.621,18.54343208,Other,599.6508017000001,389.6533111,459.19004759999996
6139,Violets,9455.0,14.0,616.5786052,6.545,93.84622688,Education,688.1644662,808.681735,999.4786247000002
6140,Turquoises,3088.0,8.0,56.26621002,6.912000000000001,173.34655780000003,Financial,552.6486142000001,511.17760760000004,516.4033808
6141,Turquoises,4150.0,13.0,135.17408769999997,5.85,37.82713383,Social,633.6389884,,490.6838926
6142,Purples,9026.0,11.0,508.5117403,6.974,86.38228362,Financial,676.3541762,956.2604635,638.959649
6145,Browns,7818.0,14.0,673.3776437000001,8.182,130.5182799,Environment,956.9496905,765.2538843,917.4623435000001
6148,Greens,7449.0,14.0,250.8048772,2.551,117.29015659999999,Education,678.0678313999999,533.1343233,326.5149849
6149,Purples,7104.0,8.0,865.8061018,8.896,88.89380277,Financial,1000.0,1000.0,999.6200616
6150,Turquoises,3589.0,14.0,118.903263,,190.196471,Healthcare,550.5199226,398.2551612,464.87577530000004
6152,Greens,5057.0,9.0,252.9816539,4.9430000000000005,88.55097012,Social,683.99776,528.472661,328.7287266
6153,Browns,5916.0,14.0,778.3528297,10.084,190.2710544,Healthcare,948.4716306,938.0139298,961.3568264
6154,Browns,4362.0,12.0,460.4018169,11.638,176.76671169999997,Financial,875.5360777000001,618.7714336,738.4026717999999
6155,Greens,6635.0,11.0,241.86378399999998,3.365,252.93534780000002,Environment,608.0486283,496.8782698,283.634941
6157,Reds,4794.0,9.0,100.057601,7.206,235.81574359999996,Foreign_Affairs,599.1709527,513.2083554,498.5218223
6158,Violets,6841.0,12.0,615.2084607999999,9.158999999999999,88.28497379,,546.1664912,938.7532767000001,928.7722792000002
6159,Turquoises,9545.0,9.0,139.79608340000001,0.455,21.44602527,Social,538.6097705,390.6094127,421.9876294
6160,Whites,5623.0,8.0,306.746381,4.377,112.15869170000002,Social,527.3745431,285.8987635,282.04441460000004
6161,Khakis,9775.0,7.0,223.4618131,0.225,331.829396,Healthcare,,380.0096545,336.61394260000003
6162,Browns,6007.0,11.0,769.8753005,9.993,193.74517340000003,Financial,947.2862759999999,917.2002281,967.5328174000001
6163,Turquoises,9271.0,14.0,62.16235724,0.7290000000000001,66.17646752,Healthcare,550.4390629,471.2530454,477.78126480000003
6164,Turquoises,3683.0,9.0,105.3017287,6.317,67.08058838,Financial,478.87635520000003,529.9551449,401.2835627
6165,Browns,3231.0,12.0,786.5547052000001,12.769,167.9016303,Financial,990.2219226,922.3689549000001,947.1635460000001
6166,Khakis,5878.0,9.0,239.49866719999997,4.122,202.3887132,Environment,408.5287933,380.5186657,313.67544260000005
6168,Browns,6325.0,10.0,515.6777274,9.675,329.23245719999994,Financial,826.8079182,575.3826753,891.7110610999999
6170,Yellows,7196.0,16.0,192.2833673,6.803999999999999,-87.80903806,Education,420.9397671,331.9634091,549.8605761
6171,Blues,6251.0,8.0,383.2121762,7.749,616.5293353999999,Financial,152.5994274,380.6634713,609.1934387
6172,Turquoises,4033.0,11.0,130.9472528,5.9670000000000005,149.883549,Financial,,418.585813,418.6867685
6173,Turquoises,7601.0,14.0,53.76873114,2.399,77.07183481,Education,526.2378914,455.1082997,486.31114519999994
6174,Browns,5350.0,15.0,578.8284651,10.65,183.8040497,Environment,806.7853547999999,608.3100586,978.7421742
6175,Turquoises,8729.0,12.0,187.2238268,1.271,42.22219648,Environment,468.09955010000004,375.2848533,364.0542211
6176,Turquoises,6512.0,14.0,144.480191,3.488,85.00989115,Environment,400.5716966,418.5553604,434.005237
6178,Browns,8928.0,12.0,595.8175301,7.072,64.99449773,,904.715334,792.1932308999999,825.3108412
6179,Khakis,4462.0,8.0,65.10832659,5.537999999999999,137.78709840000002,Environment,468.48064180000006,449.11451680000005,474.3818063
6181,Browns,8151.0,13.0,754.9355268999999,7.849,90.77487936,Social,922.7943918999999,915.9923106000001,967.0363470000001
6182,Turquoises,5987.0,12.0,214.1960758,4.013,308.7979662,Social,497.0447285,373.322367,327.30372739999996
6184,Turquoises,4932.0,11.0,146.8163679,5.0680000000000005,133.3387203,Environment,549.2945373,427.6569682,382.137452
6185,Khakis,6019.0,5.0,232.5996043,3.9810000000000003,59.47560673,Financial,404.37861960000004,,326.01048760000003
6186,Turquoises,9036.0,12.0,43.9654717,0.9640000000000001,111.7426402,Environment,517.9233475,460.47111409999997,492.98690530000005
6187,Browns,7570.0,11.0,719.3509576,,62.93149821,Social,950.0425229,888.1505366,905.2982712999999
6188,Turquoises,7780.0,11.0,97.67091459999999,2.22,80.76493371,Financial,551.6263277,419.2133998,481.34912649999995
6189,Oranges,7012.0,9.0,192.9634961,4.988,133.8514041,Military,688.325696,461.9730768,482.0473919
6190,Greys,5404.0,7.0,54.07516853,6.596,60.71252759,Military,488.8022256,447.13218960000006,501.9308867
6191,Turquoises,7808.0,9.0,156.1167882,2.1919999999999997,110.1264971,Financial,549.0774292,,370.4730867
6192,Browns,3638.0,12.0,564.7055859000001,12.362,176.7323668,Education,813.5716143,650.3171937000001,944.9381785
6194,Yellows,7493.0,14.0,212.92274669999998,6.507000000000001,327.8568505,Education,403.0407869,347.36695810000003,612.4195782
6195,Khakis,4399.0,6.0,51.74025908,5.601,326.2367441,Social,472.7426243,466.0866813999999,472.00041610000005
6203,Browns,7819.0,15.0,544.3645792,8.181000000000001,229.14368109999998,Education,892.529751,728.2973315,800.2224477000001
6204,Yellows,4107.0,9.0,283.8143985,9.892999999999999,361.7924775,Financial,320.7242191,280.1223661,508.0394842
6205,Greens,3445.0,14.0,273.7633051,6.555,229.85942839999998,Education,687.7919534,522.3188539,302.05455750000004
6207,Yellows,7149.0,9.0,309.72944680000006,6.851,340.9355129,Social,611.8256048,,297.9324084
6209,Greys,6816.0,6.0,132.01175279999998,5.184,247.0003108,Military,368.21075410000003,494.4382665,505.26922
6210,Turquoises,9092.0,10.0,37.29058514,0.9079999999999999,171.0981769,,533.8964294,,515.4821919
6212,Whites,6387.0,9.0,41.27853097,3.613,142.1858326,Environment,522.1153671,525.6086272,523.6437279
6217,Browns,5996.0,14.0,504.29782939999996,10.004,13.34079873,Environment,717.6310244,599.5968268999999,943.8845684
6218,Greys,3045.0,8.0,142.5985337,8.955,164.6494929,Foreign_Affairs,501.2148113,392.50448639999996,593.6887432
6219,Turquoises,7696.0,14.0,192.8217774,2.3040000000000003,331.30989839999995,Environment,497.1714682,358.0610067,
6220,Browns,5062.0,10.0,355.07964260000006,10.937999999999999,343.0984,Financial,,618.9196015,782.2375373
6222,Greys,3929.0,10.0,161.41448830000002,8.071,140.993837,Foreign_Affairs,417.3677818,522.8474659,636.7645673
6224,Browns,5027.0,13.0,670.4294480000001,10.972999999999999,225.91748880000003,Environment,832.1349776000001,828.7768966,980.6950734999999
6226,Turquoises,4415.0,11.0,152.7298757,5.585,12.76417611,Financial,447.2895295,437.95901610000004,370.7756309
6228,Greys,5993.0,9.0,100.3858022,6.007000000000001,201.3718655,Military,435.3808027,433.7518668000001,461.1045831
6229,Turquoises,4880.0,14.0,192.0120116,5.12,182.8688194,Environment,470.1266473,402.34160019999996,337.3991625
6230,Oranges,5215.0,11.0,207.8996762,6.785,22.03344495,Other,669.5346671,403.814776,427.6904245
6231,Turquoises,7619.0,13.0,199.29297590000002,2.381,110.1406646,Education,445.83655070000003,361.29276160000006,367.5450528
6233,Greens,9133.0,12.0,291.8925549,0.867,237.3844326,Environment,673.0245768999999,503.47266399999995,264.9431984
6235,Blues,3930.0,12.0,611.5866623,10.07,358.08949069999994,Healthcare,837.0928782999999,333.6782893,982.4352034
6236,Blues,6460.0,13.0,522.9129891,7.54,394.2014319,Social,354.6359872,148.8270822,140.85534980000003
6237,Browns,6418.0,8.0,567.5192032000001,9.582,307.5303787,Financial,834.0131829,803.0328871,844.5058911
6238,Browns,7770.0,9.0,366.9246332,8.23,102.9632995,Social,856.4686706,552.4371545,569.3838467
6240,Browns,4848.0,8.0,575.3375288999999,11.152000000000001,129.2871561,Financial,909.4445028999999,694.4485042,854.3419964999999
6244,Browns,,11.0,657.1389202,8.488,320.9309985,Healthcare,828.4878941000001,813.7460841,974.8585669
6247,Turquoises,8710.0,11.0,185.24563930000002,1.29,23.79641205,Financial,485.9310558,388.8278421,352.4914816
6249,Greys,4795.0,10.0,67.65563956,7.205,56.77484214,Foreign_Affairs,,532.886184,442.56755300000003
6250,Whites,9107.0,10.0,313.06413910000003,0.893,78.68356141,Environment,528.5558639,272.5779585,286.7561658
6252,Turquoises,9900.0,12.0,119.64392250000002,0.1,44.36261115,Social,513.9395089,432.61844460000003,402.122095
6253,Khakis,8887.0,6.0,205.9300011,1.113,231.2725742,Social,410.61424460000006,375.40725299999997,362.5445546
6255,Reds,8699.0,9.0,153.6601002,3.301,190.16723369999997,Foreign_Affairs,625.3938318,419.7658289,538.0826881
6257,Khakis,7007.0,8.0,104.4884839,2.9930000000000003,83.52561502,Environment,435.7050744,418.6857199,486.88536469999997
6258,Pinks,7284.0,8.0,218.3679353,2.716,329.6426979,Social,455.89752869999995,617.4026216,678.7628362
6261,Khakis,4248.0,6.0,258.19263509999996,5.752000000000001,121.5716409,Financial,410.0647254,355.8779807,305.5676808
6262,Browns,9775.0,14.0,611.9506903,6.225,81.79275288,Environment,838.7288748,654.8683316,985.5534951
6264,Browns,4672.0,14.0,856.0261134,11.328,323.1171805,Healthcare,997.1968029,988.7144066999999,996.7235396
6265,Turquoises,5297.0,15.0,139.1802465,4.703,323.12208139999996,Education,514.561712,496.9698669,361.616779
6266,Turquoises,3039.0,12.0,192.2011405,6.961,59.25873143,Financial,371.08111010000005,450.6628063999999,366.2575626
6267,Turquoises,8475.0,11.0,159.05066340000002,1.525,68.26791153,Healthcare,512.5176756,414.967952,366.171856
6269,Whites,7118.0,10.0,38.51691339,2.8819999999999997,145.27276519999998,Environment,514.3512798,479.1042096,528.9992986999999
6270,Whites,3505.0,8.0,162.3296004,6.495,42.92613813,Social,408.7899749,365.82224039999994,505.2876568
6271,Turquoises,5816.0,12.0,135.8549411,4.184,75.73037603,Financial,539.6169947000001,403.3853115,413.0939547
6272,Greens,7564.0,11.0,247.07752630000002,2.436,80.51214409,Healthcare,661.6022677999999,520.5239102,314.2292268
6274,Violets,,13.0,697.8102698,8.187000000000001,90.06199348,Education,865.3005191999999,959.4693633999999,877.3361994999999
6275,Blues,5977.0,11.0,604.6531698,8.023,428.15922130000007,Financial,350.1156587,994.9150996,186.6325093
