,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Main_transportation_Car,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Main_transportation_Public_or_other,Occupation_Hightech,Occupation_Industry_or_other,Occupation_Public_Sector,Occupation_Services_or_Retail,Occupation_Student_or_Unemployed
5503,1,-0.33333333333333337,0.31714696692251404,1.2831257971666619,0,-0.019713845806731325,1,1.8326685032164656,-1,-1,-1,0.7956008517849216,0.11654571890488019,0.4288571428571428,1.7654416582844457,-0.17598159639185562,1.8752739792844708,-0.16730468002687038,-0.2048636319560676,1.4806522121413814,0.6281700328098477,1.8710170175178995,0,-0.8714993830349425,0.7854836375681571,1.8209249724332148,0.36197654445300764,0.3203880643775743,1.3177187180550454,1.2129357863908081,1.1370475744906081,0.0074662289912037555,-1,0.36161773583537066,1.5302697332852502,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5504,9,0.7777777777777777,-1.1451737107398476,-0.8120993656497145,0,-0.5914596980466864,1,-0.07256618268038124,1,-1,1,-0.08318580422852906,0.8096102234294287,-0.5477142857142857,-0.06588387944518094,0.724738678438223,-0.10615990335149489,0.009007844249631525,-0.6593133635565007,0.06881784085346881,-0.15287384746242935,-0.07549167695172504,-1,-0.30816876157015005,0.056163661149372324,-0.10878371113154855,-0.2016802508418133,-1.1469949645052993,-0.7759159698835156,0.46404489291908524,-0.8957206901856697,0.0074662289912037555,-1,-0.6480847575222659,-0.05872693792317091,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5505,1,0.7777777777777777,-0.19343894824338578,0.5955542694197028,0,-0.3302791867690932,1,2.056888859960444,-1,-1,1,-0.8602466113229867,-0.6209720227725832,0.21999999999999997,1.7412566626796986,0.6374642329667755,1.9015770979522617,0.06636085080142973,-0.6423883210816539,1.464433697607322,0.8492943846607522,-1.1215448941618424,0,2.0868564207425644,-0.5242206111584623,1.8549388675564582,-0.3302323739350298,-0.19196542853311652,-0.7759159698835156,-0.659291447288499,1.5411777686751653,0.0074662289912037555,1,0.36161773583537066,2.138010770968508,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5506,9,-0.5555555555555556,-0.5158406898592849,-0.4016227906505378,1,-0.46507327838469176,-1,-0.1770081565728311,1,1,1,-0.4949435175137047,0.23440709412369665,0.8657142857142857,-0.3043854235711806,0.6816428068856912,-0.14726581543528575,0.7426307861331201,0.6394387659750613,-0.15412331147202446,-1.649320042546456,-0.2157558121220026,1,-0.3123198718215547,0.7345265848354319,-0.11409653643780526,0.21675989084605174,-0.5154832800908083,-0.2525072978988754,-0.659291447288499,-0.7613800111130908,0.7875200041915967,-1,0.36161773583537066,0.05335858459137963,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5508,9,-0.33333333333333337,-0.024634065535585368,0.019319296169600046,-1,-0.2407739288968167,1,0.10531073576320175,1,-1,-1,0.07206619085945176,-0.8700224271610361,0.49457142857142866,0.17084611763651988,0.89959260174532,0.11671416342051058,0.9279295571895514,0.9805282582083694,0.27832609548494475,-1.2563781368633853,0.13202179682604212,-1,-0.13250426368273005,0.6466387993033451,0.10294929042774718,-0.5166324686513077,-0.0225761665141871,-0.2525072978988754,-0.659291447288499,-1.1839337245739714,-0.7725875462091892,-1,0.36161773583537066,-0.02141843969502449,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5509,9,0.5555555555555556,-0.7162537541512624,-0.48763769677969865,1,-0.5249451453954997,1,-0.026640936429344786,1,-1,1,-0.9458589862168338,-0.6978680177327048,-0.8228571428571428,0.16533344493055077,0.8988066686857941,0.11722072561496899,-0.5660568549190184,0.5300305759571329,0.2735672417811528,0.13842950524950037,0.054282978530887226,-1,-0.13116316487837354,0.6869457306616882,0.1044782671118895,-0.3574997169944265,-0.7165901466918123,0.27090137408576487,0.46404489291908524,-0.9492455317786451,1.5675737793919895,-1,1.3713202291930071,-0.35205693435209306,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5510,9,0.7777777777777777,0.6146717389864573,0.6740048135879233,0,0.21614388679334479,-1,-0.03820804274827299,-1,-1,1,-0.4927681903483747,0.5197591043615162,0.8748571428571428,-0.014914983668231378,0.25973673658508956,0.3222308533687032,-0.4064884269267406,0.609939986907134,0.03200966841983608,-1.658999904734184,0.020183505242027083,-1,0.11568244338609966,0.37118570694705433,0.36815819033010644,-0.6195191240819359,0.6189428255847406,0.7943100460704051,1.2129357863908081,-1.0831420802958096,-0.7725875462091892,1,-0.6480847575222659,-0.14887933903235145,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5513,9,-0.7777777777777778,0.8929213970661047,0.32535604969561793,0,0.47329505519510845,1,-0.5028410938997768,1,-1,-1,0.26355255304271674,-0.4244882895151867,0.02285714285714291,-0.13862544096273913,0.8618197076746863,-0.3793966307205688,0.6076354676105002,0.6954306703308255,-0.28973010771936714,-0.7569577471153103,-0.479235723291274,0,-0.4862451802687014,-0.06875904860530346,-0.3533683185834395,0.5678229406071593,0.8981557453095382,0.7943100460704051,0.46404489291908524,-0.34263521941818803,0.7875200041915967,-1,-0.6480847575222659,-0.5151152389278433,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5514,9,0.33333333333333326,1.1771865076793617,0.5745880424319908,0,0.7725092164723166,1,0.005786440963294967,1,1,1,-0.8263483794759242,-0.45903674714929477,-0.0022857142857143353,-0.10649302630748743,0.7925980878598013,-0.241763973796301,-0.8134325377726488,-0.7079280673674688,0.031753649354535944,-0.7303381260990591,-0.06194402275702232,-1,-0.41819877258218974,0.35584599801701877,-0.25551818973100654,-0.7063718498739813,1.1834049419609023,1.3177187180550454,1.961826679862531,-0.7335750827189459,-0.7725875462091892,1,1.3713202291930071,0.23718306956784346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5515,1,-0.11111111111111116,-0.225962255503491,0.5928880861111995,0,-0.3460292065906225,1,1.887524924597264,-1,-1,1,0.413667219498256,-0.5187785023036148,-0.19028571428571428,1.8530632859607103,-0.6258529846474181,2.0151751603395955,-0.608484333433129,0.2474076562372982,1.539005686799696,1.283678200335032,1.9495306903166636,-1,2.2708587058837293,0.6992240186049854,1.9643914773986801,0.00374387515351593,-0.2246013266951815,1.3177187180550454,0.8384903396549467,1.2544871774239135,-0.7725875462091892,-1,-0.6480847575222659,1.5025678761503078,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5516,7,1.0,-0.6199235852909302,-0.25357852160707045,1,-0.4984561133688791,1,2.0869514824762034,-1,-1,-1,-0.6701256104873268,0.07806051628969302,-0.22971428571428576,2.548550204926292,0.20967886673678948,1.0795352916326713,0.41686049766033983,0.2184648243400258,1.981643216563362,0.1828963721743745,2.1501192827638893,0,0.5667024503768501,-0.7113901021699867,0.7830062586941845,0.23572016710371257,-0.6199264960142346,1.3177187180550454,1.2129357863908081,0.9673211988005183,-1.5526413214095822,1,-0.6480847575222659,1.1498848532966341,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5517,1,-0.5555555555555556,-0.3882844507853674,0.3162632017412243,0,-0.41741659809552406,-1,1.5944481504715176,-1,1,-1,0.7468334946018587,0.5402161075646763,-0.44199999999999995,1.4086789905066424,-0.232148009899113,1.8258417220352918,0.7568530769932553,0.7051967740111502,1.2362037253018359,1.5501769061909099,1.6156092440544927,1,2.0401646031850706,0.304100203580435,1.8266485602429514,-0.8507024674324717,-0.3874854593929693,0.27090137408576487,0.08959944618322384,0.9615018931470263,-0.7725875462091892,-1,0.36161773583537066,1.4844382156604212,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5518,1,0.33333333333333326,-0.5970210526468455,0.17521493074005542,-1,-0.49153494922696866,-1,2.2777630935160476,-1,1,-1,0.6379623255138527,0.8051311864486745,-0.4137142857142857,2.0740208085114276,-0.9050883426004179,2.4441248170150502,0.10484984647938056,-0.7220009176980011,1.6834444105060735,1.5202298325476273,2.3034517865813298,1,3.079856158535389,0.8722600219108587,2.412532106858782,0.1468647199495947,-0.5969446782260474,-0.7759159698835156,0.46404489291908524,1.9669020242185264,0.0074662289912037555,1,0.36161773583537066,2.0624401826859735,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5519,9,-0.33333333333333337,-0.7031501169663578,-0.5175804602066066,0,-0.5215908469274444,-1,-0.21213247113768677,1,-1,1,-0.854754154588398,-0.29944909374830087,-0.8985714285714286,-0.2622241647828215,-0.7970623193355114,-0.11440432900613276,-0.3790389494004719,0.5850641880509586,-0.11375472965015494,0.21859086399162014,-0.21827864807467479,-1,-0.28874486025879675,0.3869601146882822,-0.08413431288959711,0.7555999914985956,-0.7034411464290413,0.27090137408576487,-0.2848460005526376,-0.7886891305664244,-0.7725875462091892,1,-0.6480847575222659,-0.11009119483380822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5520,7,1.0,0.6745104530878786,2.0744701402632217,0,0.2684617194460087,-1,2.5829523981788225,-1,1,-1,0.9044534564764699,0.5933531040715927,-0.7308571428571429,2.5238013070404723,-0.19809247020353726,2.3578297110564073,-0.11799770371329321,0.7966857819649822,1.966466133174378,1.856000052184431,2.6074422645428927,1,2.751955111784005,0.8954151819319001,2.2367955489458096,-0.3115103600055238,0.6789886929979998,0.27090137408576487,-0.2848460005526376,2.0028199750970357,-0.7725875462091892,1,-0.6480847575222659,2.1671100342752436,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5522,12,-0.7777777777777778,1.0053785898791996,1.016887079541431,0,0.5872554740298148,-1,0.06568919984909298,-1,-1,1,-0.0813074153847263,-0.5300085979889051,-0.5874285714285714,0.25626903378017435,-0.22858889509264024,0.38212180869925216,-0.9105048297217971,-0.6786894348512084,0.35138553077487794,1.0991558273814732,0.172942669499533,0,-0.7963632234130549,-0.03604958122902757,0.3891127911766009,0.34488072240400647,1.0110022490271704,0.7943100460704051,0.08959944618322384,-1.0164879809152583,-0.7725875462091892,1,-0.6480847575222659,-0.31754828353928966,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5523,1,0.7777777777777777,-0.6714874790245404,0.02866013211825852,0,-0.5131621972821614,1,2.2380392480664457,-1,-1,-1,-0.6192477334867397,-0.7232756783630451,-0.9794285714285714,1.9732783656329305,0.6405733550253137,2.317730637296676,0.2435055078871351,0.584980371833703,1.6180594891419822,2.119171305413277,2.231469683718338,0,2.8435867000491113,-0.24373095420692126,2.2866536615331676,0.21087015640801132,-0.671668896942216,0.27090137408576487,0.08959944618322384,1.8958576909633875,0.0074662289912037555,1,-0.6480847575222659,2.146312037816538,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5524,7,1.0,-0.7724373501758585,-0.21173017791971196,1,-0.5384384758420334,1,2.5702789834347923,-1,-1,-1,-0.6564774543036831,-0.8968034311684226,-0.9977142857142857,2.5427696957223187,0.3766642259731554,2.000768024159393,-0.8234226478444828,0.6825577904811742,1.9781018742763674,2.138531029788733,2.5560417049235324,0,2.043416653457587,-0.9520488217420522,1.8286259765241857,-0.5260455662475918,-0.7729682424639155,-0.2525072978988754,0.08959944618322384,1.9375417492541995,-0.7725875462091892,1,-0.6480847575222659,2.187694913381747,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5525,9,-0.5555555555555556,-0.7667015778571091,-0.549252329230411,-1,-0.5371270005605773,1,-0.1450837358447347,1,1,-1,0.005036814828561331,-0.5279675105532389,-0.9877142857142858,-0.37462912665806963,0.1490906851186018,-0.08174863329032894,0.775744132811188,-0.029579820593895412,-0.2223671742024273,0.3129695203219654,-0.21004823979865464,1,-0.2432073004122934,0.2810837185783088,-0.02764094292631886,-0.7994451837344867,-0.7672126137253246,-0.2525072978988754,-0.659291447288499,-0.7364764844865572,0.0074662289912037555,1,2.381022722550644,0.22949107323598592,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5526,10,-0.33333333333333337,-0.640995211411316,-0.024197146658290074,1,-0.5046124448362767,-1,1.8929699643223954,-1,-1,1,-0.6187692481708904,0.6244445127197604,-0.942,2.0102797324132977,-0.12869232646061324,1.9446460751208698,-0.8685706935632412,-0.23327273778029978,1.6421643122683407,2.0795443695822673,1.9917581371499908,1,2.0905914422170047,-0.4917080491688559,1.8571926116854698,-0.7685238141035775,-0.641071069256022,0.7943100460704051,0.46404489291908524,1.1540499429258735,-1.5526413214095822,1,-0.6480847575222659,1.2883504060783133,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5527,9,0.33333333333333326,-0.5758168313231331,-0.4606914901003645,-1,-0.48491351189720666,1,-0.03173955538669793,1,-1,1,-0.4092211465703731,-0.8240474421703645,-0.07228571428571429,-0.029134412979040895,0.8320887026342152,-0.17356698595504447,-0.13953934593463535,-0.32597061717794606,0.10206261839720136,-0.6562266812242691,-0.04994186725280029,1,-0.37143446843766187,-0.918500181781164,-0.19158250841927155,0.39334056991668076,-0.5756670508083049,0.27090137408576487,0.08959944618322384,-0.8487459030853711,1.5675737793919895,1,-0.6480847575222659,0.004634772360939154,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5528,0,-0.7777777777777778,2.0753290333236434,3.613483928858232,-1,1.9603164903445647,-1,0.7005932243030067,-1,-1,-1,-0.6043281802082933,0.042601664061930444,-0.10857142857142854,0.3941214584667084,0.294536416746185,1.6062929535485355,-0.5227390014123071,0.013872633011400737,0.4667026533892439,-0.45022711404168925,0.7534290674180583,-1,1.9208848391620255,0.9245289133459176,1.7533739144036387,0.2073842149667604,2.0846567130082305,-0.7759159698835156,-0.659291447288499,0.28627319001842194,0.0074662289912037555,1,0.36161773583537066,0.816252809207245,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5529,1,1.0,0.01681182910560689,0.859784783467115,1,-0.2168088200992849,1,2.1022699459616487,-1,1,-1,0.4972903292903632,-0.7353401480629151,-0.3231428571428572,1.816829817654994,0.8008711284474737,1.8629957250026974,-0.18646085025059722,0.6337839668780907,1.514951649364808,1.4243386977504493,2.0407737690762,-1,1.9934141250656523,-0.10557334207598246,1.798103908521821,0.35429870790460294,0.0190132077864173,0.27090137408576487,1.2129357863908081,1.5466736826203555,-1.5526413214095822,1,-0.6480847575222659,2.1460166885838947,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5530,6,0.33333333333333326,-0.8494741576090911,-0.6837999362263173,-1,-0.5545971476873035,-1,-0.42913876631057307,1,1,1,-0.9683610151923399,-0.910785080541176,0.7574285714285713,-0.41021377237507173,-0.37914135619458456,-0.5294647440949909,0.9560368821762073,0.26009259074714297,-0.2574280486785865,-1.5346741747605561,-0.4476315665351823,-1,-0.5977858622895479,-0.5987703950393091,-0.5291604735564721,-0.8609703300931921,-0.8502717405643732,0.27090137408576487,-1.4081823407602219,-0.311043839297515,-0.7725875462091892,1,0.36161773583537066,-0.34149484418356824,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5531,8,0.11111111111111116,-1.1306913262220635,-0.7931700245246825,1,-0.5905840311339763,-1,0.2564716328045617,1,-1,-1,0.5909822175907342,0.43345032823704877,0.3708571428571428,0.23480039743470957,-0.309535068715329,0.10468375871868082,-0.07259302491986286,-0.5556334310376458,0.33314303720051547,-0.520406114902715,0.2374254802232647,-1,-0.15403878065233376,0.0664720841673565,0.07823333809752768,0.6881103517338603,-1.1324624440118443,-1.2993246418681559,0.08959944618322384,-0.6213066747849904,0.0074662289912037555,-1,-0.6480847575222659,0.2703513641320478,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
5533,8,1.0,-0.48452488857997866,-0.28613650974994714,0,-0.45406130371049425,1,0.25337752578544415,1,1,1,0.9641579138054632,0.8842824859265859,0.32200000000000006,-0.050305181661588434,0.4581827146389936,0.17941694701144895,-0.9820165890951533,-0.5962604860155594,0.08294481849336867,-0.46867935133704514,0.1573124943624761,1,-0.03392466661507031,0.9931737993485115,0.21234451388518438,-0.17623806029549705,-0.48405906796681636,-1.8227333138527961,-0.2848460005526376,-0.7010465917797917,0.7875200041915967,1,0.36161773583537066,0.6885583073507133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5534,8,-0.5555555555555556,0.6193086619464604,0.7203202434075279,0,0.22013958044934484,1,0.07624852050890962,-1,-1,-1,0.751254719645216,0.24620552680351904,0.5577142857142856,-0.15346087674769396,-0.9221510505214744,0.35439081990048904,-0.06916907273019957,-0.3927457669433413,-0.011555965669614414,-0.7182382983643996,0.04754191250464451,1,0.17664248610824712,0.7468472732988645,0.4286159678117139,-0.5513582645410784,0.6235958011952786,-1.8227333138527961,-0.659291447288499,-0.9090647701601086,0.0074662289912037555,-1,0.36161773583537066,0.3533086952118085,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5535,9,1.0,-1.164429313087789,-0.8290541960686139,-1,-0.5924756693045413,-1,0.3169940826030154,1,1,1,0.990029494765009,0.6913785812015456,-0.8148571428571428,0.22065569188217168,0.2054845569532162,-0.16346180605184357,-0.33076037027677163,-0.4727219758279799,0.32108069666856054,0.1299596258352388,0.23037317350642755,1,-0.3949174739300229,-0.7059388309383926,-0.22337723664855666,-0.39030862133730326,-1.1663172270991957,0.7943100460704051,0.8384903396549467,-0.699369460751873,0.7875200041915967,-1,0.36161773583537066,0.5099597240529645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5536,9,0.11111111111111116,0.23888258513612085,0.1624690495887731,1,-0.07504251758912225,-1,-0.09566423665071572,1,-1,-1,0.2936672308609469,-0.7558030183912611,-0.5485714285714286,-0.2971744731336251,0.9797234625045841,-0.03361450544197494,-0.4090967382345877,0.23535212269878292,-0.14718809516617612,-0.1519663603823301,-0.15068653346130229,1,-0.2091272151094658,0.8570426271828104,0.013528113127324763,-0.8258128558291051,0.2418527421786154,1.3177187180550454,0.8384903396549467,-0.8144299932473673,-0.7725875462091892,-1,0.36161773583537066,0.2248745230146612,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5537,1,-0.11111111111111116,-1.0091613209399006,-0.5510484148491152,1,-0.5794623364890987,1,1.4596257564252573,-1,1,1,0.6543925105431319,-0.21633888103792753,0.716,1.3466446156795187,0.3873377513341374,1.6932860262956972,-0.5185569494042142,-0.8182854916356532,1.1924987526658206,0.3241618609765253,1.4999789287688827,1,1.8150293191176958,0.9898553762122178,1.687080711145562,0.07131830041202747,-1.0105117186880903,1.3177187180550454,1.5873812331266695,0.712441172596647,-0.7725875462091892,1,-0.6480847575222659,1.2651403463100337,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5539,5,0.7777777777777777,-0.39536829172204224,-0.26067831426640853,1,-0.42025803465378664,1,-0.27942575724452073,1,-1,1,0.30852214483138307,-0.31030869238040726,-0.49,-0.053301480377038586,-0.6174206544551366,-0.009206571479800021,-0.03975547212200592,-0.7011571904305953,-0.357464429696987,0.3910134092105196,-0.3194795546770711,-1,-0.15421098709407624,-0.5215933748189671,0.07803442483233078,-0.29854234794069334,-0.39459382306708046,-2.3461419858374364,-1.4081823407602219,-0.6962269849421268,0.0074662289912037555,-1,-0.6480847575222659,0.0778083180887634,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5540,1,-0.5555555555555556,-1.0269912769084877,0.33139256928434074,1,-0.39716408080604804,1,1.6990432124209642,-1,1,1,-0.016674454877753098,0.9509203416012715,0.9108571428571428,1.2952369183565218,-0.30840970175893434,1.6752540296755198,0.7979067654703191,-0.5029091679850923,1.155993710816443,0.11785979810057916,1.6195088321212439,-1,1.7967938714065514,0.69213137519364,1.6755352795338287,-0.09089041611078352,0.8168910255303079,-0.7759159698835156,0.46404489291908524,1.1545327719483318,0.0074662289912037555,-1,-0.6480847575222659,-1.1488545185813037,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5541,12,-0.11111111111111116,-1.0328342425966066,-0.8036307285040032,-1,-0.5821575783708591,-1,-0.0037283995870220285,1,1,-1,0.7269450565821902,-0.2666358548909793,-0.4614285714285714,0.4033250695029588,0.7426598228959058,-0.6943199296424334,-0.9194982882533759,-0.25544755702979816,0.47429318731013065,0.9657552266068509,0.027975608386759544,-1,-0.7690335375269958,0.1343788796170826,-0.856967075572108,-0.12126693065585448,-1.0342665927095103,0.27090137408576487,-0.2848460005526376,-0.11064928571522328,1.5675737793919895,1,-0.6480847575222659,-0.4754855488659914,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5543,0,-1.0,1.9854930520757665,1.7201284120619762,1,1.8249300467573286,1,0.49054963630082465,-1,-1,1,-0.6565568671103827,0.03903916485295711,0.5545714285714285,-0.4772031948389112,0.7497713628051608,0.1826745226391969,0.6215447249932076,0.5641840794904946,-0.32436693122610577,-0.10991945900438792,0.16158556499182355,0,0.039247685311076155,-0.012960358433204644,0.28995954134335317,-0.5847644493043332,1.9945097318109855,1.3177187180550454,0.8384903396549467,0.615638783080915,-0.7725875462091892,-1,-0.6480847575222659,1.9613056557455513,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5544,1,1.0,-1.0680034721723097,-0.6218440368127129,-1,-0.5856892913465416,-1,1.9783928940302677,-1,1,1,0.7601050976094259,0.4492827525477181,-0.5882857142857143,1.797393743094004,-0.4199164192831931,1.8465966511652954,-0.8972013232011005,-0.2290293519978358,1.502004544630878,1.705054701194553,1.9609877261127528,-1,1.9686188597142056,-0.36349549138955195,1.7828739405506835,0.6891928948998021,-1.069557573270187,1.3177187180550454,1.2129357863908081,1.3351598337280255,0.0074662289912037555,-1,0.36161773583537066,1.8616990043052402,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5545,11,0.11111111111111116,-0.6125771167472311,-0.5910780007785404,-1,-0.49626209354406237,-1,-0.4650153713713694,1,-1,-1,0.4053039668960483,0.37701858386997733,-0.2411428571428571,-0.7738330593798198,0.29276837793206045,-0.6764971267237987,-0.20593069344363424,-0.8357082394023885,-0.6372900460741558,-0.4774517264446736,-0.602155773252045,-1,-0.6571660180951292,0.5641625427303454,-0.63292187797073,0.19382764116483364,-0.6125545951512927,0.7943100460704051,-0.2848460005526376,-0.09224899677894147,-0.7725875462091892,-1,0.36161773583537066,0.16592501496499137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5546,4,-0.33333333333333337,0.5293723268324017,0.02948514164230033,1,0.144391629932215,-1,-0.4307275987300881,1,-1,1,0.2851456367599887,-0.62797221125473,-0.5168571428571429,-0.3966400900133109,-0.8845324978832155,-0.4923726755887287,-0.585283266803047,-0.08114330233021261,-0.24401437511790164,-0.18554338234601042,-0.4391263584822561,0,-0.5737928367076618,0.41953437595176357,-0.48945085142650574,-0.6786425472408575,0.5333481184530271,1.3177187180550454,-0.2848460005526376,-0.33528461663348075,0.0074662289912037555,-1,-0.6480847575222659,-0.3752772305453027,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5547,1,1.0,-0.10940627750087735,0.8499351038575529,-1,-0.28734884608984534,-1,2.2443919108125443,-1,-1,-1,-0.8268973054736769,0.22921819100623475,0.14057142857142857,2.0134923054909057,-0.561984015984384,2.225436223533941,0.4888999515265484,-0.3677587085512747,1.644252212829042,0.9333881874166361,2.2347332972185847,-1,2.63998194686911,0.4996764564325684,2.175034328560081,0.3001755848493919,-0.10764184863104052,1.3177187180550454,1.2129357863908081,1.827875563927989,0.7875200041915967,1,1.3713202291930071,2.121453447342742,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5548,1,1.0,-0.921204455659234,-0.35210610324567837,0,-0.5672067021858544,-1,2.0638578749901213,-1,-1,-1,0.7440235371421133,0.02589326175795348,-0.11199999999999999,1.6889191908743555,-0.37101746313181716,2.311833130298667,0.10443461955794309,0.3666278821933082,1.4291667459463444,1.200794380352614,2.0416370728494635,0,2.922665878488064,-0.5703304068599102,2.292125532036322,0.7617969530895621,-0.9222503591246742,-0.2525072978988754,-0.2848460005526376,1.8129509615244361,0.7875200041915967,-1,-0.6480847575222659,2.142355206926178,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5549,6,-1.0,-0.24608908514658226,0.28307690582132206,0,0.2604678461359573,1,0.6642099891270951,-1,1,-1,-0.4475523702474269,-0.24020489401416423,-0.752,0.9678701074988789,-0.5925610499925477,1.2275846371785126,-0.24327845222844147,0.9975740871763548,0.9170274469492887,0.06341057329461103,0.8581060119486955,1,1.130976350668456,-0.7017329176105863,1.224593373010002,0.39566255193513755,-0.2447978331606462,-0.7759159698835156,-2.1570732342319445,-0.24144568458459792,1.5675737793919895,1,2.381022722550644,-0.08199752148863144,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5550,5,1.0,1.1007707826117856,0.6816471202511813,-1,0.6884490544757567,1,0.04473749203734645,1,1,-1,0.9839267134921426,0.27088864448246164,-0.9622857142857143,0.5137136108533373,0.38737016682038705,0.0059076656656309595,0.34101273317229186,0.6068057170035217,0.5643263952687119,0.8910387903453278,0.18835764981159875,-1,-0.2871048478682158,0.9538391624229721,-0.08206868574375126,0.4639250823664589,1.106724676541083,-2.3461419858374364,-1.0337368940243605,-0.5397548115240884,-1.5526413214095822,-1,-0.6480847575222659,-0.6847340304099092,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5555,1,0.11111111111111116,-0.4425366997218552,0.21549493889037905,1,-0.4385938196656421,1,1.3493272054211527,-1,1,1,-0.2285089559479655,-0.9955530191669097,-0.10371428571428576,0.6285657216809163,0.7296489133451616,1.63154570004274,0.7328429668926046,0.39596688206443575,0.6561075103935976,1.1920220052449852,1.2040878040692495,1,1.9016409721774001,0.23277577195863208,1.7414128211931799,0.13998296860617976,-0.44192552153992615,1.3177187180550454,1.961826679862531,1.1620272622777656,0.7875200041915967,-1,-0.6480847575222659,2.1128956958046623,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5556,11,-0.33333333333333337,0.3424036226955432,-0.045229009654117545,-1,-0.0012618853087915669,1,-0.404551655699676,1,1,1,0.20331257889155818,-0.601810157948471,0.9505714285714286,-0.6962112008626873,-0.03190115304941765,-0.5069580612330664,-0.950358438628237,-0.9981364224899427,-0.5525684145049486,-1.7391612634763036,-0.5193726470053267,1,-0.5518530804468909,-0.8162346010417774,-0.45411637044436953,0.07129393171226095,0.3457321546473462,-0.7759159698835156,-1.4081823407602219,-0.2679879663516747,1.5675737793919895,-1,-0.6480847575222659,0.16132590977604588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
